id;partida_id;clube;cartao;atleta;posicao;minuto
2092;5382;Vitoria;Amarelo;Diego Renan;Zagueiro;27
2093;5382;Corinthians;Amarelo;Bruno Henrique Corsini;Meio-campo;76
2094;5382;Corinthians;Amarelo;Elias Mendes Trindade;Meio-campo;43
2095;5383;America-MG;Amarelo;Alison W†gner Lira Ferreira;Zagueiro;90+1
2096;5383;America-MG;Amarelo;Danilo Barcelos;Meio-campo;38
2097;5384;Sao Paulo;Amarelo;Hudson;Meio-campo;70
2098;5384;Sao Paulo;Amarelo;Diego Lugano;Zagueiro;19
2099;5384;Internacional;Amarelo;Eduardo Sasha;Atacante;89
2100;5384;Internacional;Amarelo;Ernando Rodrigues Lopes;Zagueiro;74
2101;5384;Internacional;Amarelo;Fernando Paix∆o da Silva;Meio-campo;28
2102;5385;Gremio;Amarelo;Maicon;Meio-campo;90+4
2103;5385;Gremio;Amarelo;Luan Guilherme de Jesus Vieira;Meio-campo;56
2104;5385;Flamengo;Amarelo;Paolo Guerrero;Atacante;9
2105;5386;Sport;Amarelo;Durval;Zagueiro;38
2106;5386;Botafogo-RJ;Amarelo;Luis Ricardo;Zagueiro;20
2107;5382;Vitoria;Vermelho;Vander Luiz Silva Souza;Meio-campo;88
2108;5387;Figueirense;Amarelo;Elicarlos;Meio-campo;24
2109;5387;Santos;Amarelo;Matheus Nolasco;;72
2110;5388;Botafogo-RJ;Amarelo;Ribamar;Atacante;90+3
2111;5388;Athletico-PR;Amarelo;Hernani Azevedo Junior;Meio-campo;84
2112;5389;Flamengo;Amarelo;Ederson Honorato Campos;;79
2113;5389;Flamengo;Amarelo;LÇo Duarte;Zagueiro;32
2114;5389;Chapecoense;Amarelo;Josimar;Meio-campo;90
2115;5390;America-MG;Amarelo;Artur Jesus Vieira;;51
2116;5390;America-MG;Amarelo;Rafael Bastos;Meio-campo;14
2117;5390;Vitoria;Amarelo;Victor Ramos;Zagueiro;38
2118;5391;Santa Cruz;Amarelo;Tiago da Costa Silva;Zagueiro;75
2119;5391;Cruzeiro;Amarelo;Bruno Edgar;Meio-campo;39
2120;5392;Palmeiras;Amarelo;Thiago Martins Bueno;Zagueiro;72
2121;5393;Coritiba;Amarelo;Jo∆o Paulo Silva;Meio-campo;42
2122;5393;Sao Paulo;Amarelo;Maicon Pereira Roque;Zagueiro;43
2123;5389;Flamengo;Vermelho;êverton Cardoso da Silva;Meio-campo;68
2124;5387;Figueirense;Amarelo;Jaimerson da Silva Papa;Zagueiro;34
2125;5387;Santos;Amarelo;Paulinho;Meio-campo;86
2126;5387;Santos;Amarelo;Rafael Longuine;Meio-campo;61
2127;5388;Botafogo-RJ;Amarelo;Juan Manuel Salgueiro;Meio-campo;82
2128;5388;Athletico-PR;Amarelo;Carlos Eduardo Santos Oliveira;Zagueiro;79
2129;5389;Flamengo;Amarelo;Jorge Marco de Oliveira Moraes;Zagueiro;39
2130;5389;Flamengo;Amarelo;Juan Silveira dos Santos;Zagueiro;11
2131;5390;America-MG;Amarelo;Tiago Lu°s Martins;Meio-campo;63
2132;5390;America-MG;Amarelo;HÇlder Maur°lio da Silva Ferreira;Zagueiro;37
2133;5390;Vitoria;Amarelo;Norberto Pereira Marinho Neto;Zagueiro;39
2134;5391;Santa Cruz;Amarelo;LÇo Moura;Zagueiro;82
2135;5391;Cruzeiro;Amarelo;Bruno Rodrigo;Zagueiro;73
2136;5391;Cruzeiro;Amarelo;F†bio Deivson Lopes Maciel;Goleiro;18
2137;5393;Coritiba;Amarelo;Negueba;;85
2138;5393;Sao Paulo;Amarelo;Thiago Henrique Mendes Ribeiro;Meio-campo;83
2139;5387;Santos;Vermelho;Gustavo Henrique Vernes;Zagueiro;68
2140;5390;Vitoria;Vermelho;Norberto Pereira Marinho Neto;Zagueiro;75
2141;5394;Corinthians;Amarelo;Bruno Henrique Corsini;Meio-campo;58
2142;5394;Ponte Preta;Amarelo;Cristian Martins Cabral;;84
2143;5394;Ponte Preta;Amarelo;Jo∆o Carlos Heidemann;Goleiro;2
2144;5395;Internacional;Amarelo;Eduardo Sasha;Atacante;33
2145;5395;Sport;Amarelo;Vin°cius Vasconcelos Ara£jo;Meio-campo;32
2146;5396;Gremio;Amarelo;Maicon;Meio-campo;84
2147;5396;Gremio;Amarelo;Douglas dos Santos;Meio-campo;50
2148;5396;Gremio;Amarelo;Marcelo Oliveira Ferreira;Zagueiro;34
2149;5394;Corinthians;Amarelo;Cristian Baroni;Meio-campo;61
2150;5394;Corinthians;Amarelo;Vilson Xavier de Menezes J£nior;Zagueiro;50
2151;5394;Ponte Preta;Amarelo;Renà J£nior;;47
2152;5395;Internacional;Amarelo;Paulo Marcos de Jesus Ribeiro;Zagueiro;53
2153;5395;Internacional;Amarelo;Victor Vin°cius Coelho Santos;Meio-campo;22
2154;5396;Atletico-MG;Amarelo;Pablo Diogo Lopes de Lima;;75
2155;5396;Gremio;Amarelo;Marcelo Hermes;;70
2156;5396;Gremio;Amarelo;Luan Guilherme de Jesus Vieira;Meio-campo;44
2157;5397;America-MG;Amarelo;Leandro Guerreiro;Meio-campo;90+5
2158;5398;Athletico-PR;Amarelo;AndrÇ Lima;Atacante;45
2159;5399;Chapecoense;Amarelo;ClÇber Santana;Meio-campo;22
2160;5399;Santa Cruz;Amarelo;Tiago da Costa Silva;Zagueiro;71
2161;5399;Santa Cruz;Amarelo;Keno;Meio-campo;51
2162;5397;Cruzeiro;Amarelo;Douglas Coutinho;;64
2163;5398;Athletico-PR;Amarelo;Thiago Heleno;Zagueiro;67
2164;5398;Figueirense;Amarelo;Jaimerson da Silva Papa;Zagueiro;43
2165;5399;Santa Cruz;Amarelo;Grafite;Atacante;85
2166;5399;Santa Cruz;Amarelo;Wallyson;Meio-campo;52
2167;5400;Ponte Preta;Amarelo;Jo∆o Vitor Lima Gomes;Meio-campo;35
2168;5400;Flamengo;Amarelo;CÇsar Henrique Martins;Zagueiro;30
2169;5401;Sport;Amarelo;Rithely;Meio-campo;16
2170;5402;Fluminense;Amarelo;Richarlison;Meio-campo;49
2171;5403;Vitoria;Amarelo;Willian Farias;Meio-campo;76
2172;5403;Vitoria;Amarelo;Maicon;Zagueiro;35
2173;5403;Atletico-MG;Amarelo;Jo∆o Figueiredo;;90+1
2174;5403;Atletico-MG;Amarelo;Edcarlos;Zagueiro;70
2175;5403;Atletico-MG;Amarelo;Lucas CÉndido;Zagueiro;34
2176;5404;Sao Paulo;Amarelo;Alan Kardec;Atacante;29
2177;5404;Palmeiras;Amarelo;Vitor Hugo Franchescoli de Souza;Zagueiro;90
2178;5404;Palmeiras;Amarelo;MoisÇs Lima Magalh∆es;;72
2179;5404;Palmeiras;Amarelo;Thiago dos Santos;Meio-campo;20
2180;5405;Coritiba;Amarelo;Rafael Marques Pinto;Zagueiro;22
2181;5406;Santos;Amarelo;Luiz Felipe;Zagueiro;64
2182;5400;Flamengo;Vermelho;Luiz Fernando Pereira da Silva;Meio-campo;62
2183;5400;Ponte Preta;Amarelo;William Pottker;;90+3
2184;5400;Flamengo;Amarelo;Luiz Fernando Pereira da Silva;Meio-campo;51
2185;5401;Sport;Amarelo;Renà Rodrigues Martins;Zagueiro;73
2186;5401;Corinthians;Amarelo;Guilherme Milhomem Gusm∆o;Meio-campo;39
2187;5402;Botafogo-RJ;Amarelo;Bruno CÇsar Pereira da Silva;Meio-campo;15
2188;5403;Vitoria;Amarelo;Maur°cio Azevedo Alves;Meio-campo;54
2189;5403;Vitoria;Amarelo;Diego Renan;Zagueiro;14
2190;5403;Atletico-MG;Amarelo;Capixaba;;88
2191;5403;Atletico-MG;Amarelo;Carlos J£nior;Atacante;59
2192;5403;Atletico-MG;Amarelo;Rafael de Souza Pereira;Meio-campo;21
2193;5404;Sao Paulo;Amarelo;Diego Lugano;Zagueiro;24
2194;5404;Palmeiras;Amarelo;Rafael Marques Mariano;;86
2195;5404;Palmeiras;Amarelo;ZÇ Roberto;Zagueiro;33
2196;5405;Coritiba;Amarelo;JosÇ Carlos Ferreira J£nior;Zagueiro;67
2197;5405;Coritiba;Amarelo;KlÇber;Atacante;12
2198;5406;Internacional;Amarelo;William de Asevedo Furtado;Zagueiro;35
2199;5411;Fluminense;Amarelo;Giovanni;Zagueiro;76
2200;5411;Fluminense;Amarelo;Douglas Augusto Soares Gomes;Meio-campo;59
2201;5411;Fluminense;Amarelo;Edson Felipe da Cruz;Meio-campo;45+3
2202;5412;Figueirense;Amarelo;Rafael Moura;Atacante;23
2203;5413;Botafogo-RJ;Amarelo;Anderson Aquino;Atacante;28
2204;5413;Cruzeiro;Amarelo;Bruno Viana;Zagueiro;78
2205;5407;Internacional;Amarelo;Alex Raphael Meschini;;82
2206;5407;Internacional;Amarelo;Fernando Paix∆o da Silva;Meio-campo;64
2207;5407;Internacional;Amarelo;Paulo Marcos de Jesus Ribeiro;Zagueiro;48
2208;5407;Athletico-PR;Amarelo;Ewandro;;81
2209;5408;Santos;Amarelo;JosÇ Carlos Cracco Neto;Zagueiro;74
2210;5409;Santa Cruz;Amarelo;Arthur Caike do Nascimento Cruz;Meio-campo;84
2211;5409;Santa Cruz;Amarelo;LÇo Moura;Zagueiro;56
2212;5409;Santa Cruz;Amarelo;Uillian Correia;Meio-campo;30
2213;5409;Sport;Amarelo;Diego Souza;Meio-campo;45+3
2214;5410;Coritiba;Amarelo;Rafael Marques Pinto;Zagueiro;39
2215;5410;Coritiba;Amarelo;Negueba;Meio-campo;29
2216;5410;Chapecoense;Amarelo;Silvinho;Meio-campo;75
2217;5410;Chapecoense;Amarelo;Marcos Danilo Padilha;Goleiro;60
2218;5411;Atletico-MG;Amarelo;Patric Cabral Lalau;Meio-campo;43
2219;5411;Atletico-MG;Amarelo;Leandro Donizete;Meio-campo;27
2220;5411;Fluminense;Amarelo;Fred;Atacante;74
2221;5411;Fluminense;Amarelo;C°cero Santos;Meio-campo;46
2222;5412;Figueirense;Amarelo;Dudu;Meio-campo;45+1
2223;5412;Sao Paulo;Amarelo;Paulo Henrique Ganso;Meio-campo;71
2224;5413;Cruzeiro;Amarelo;Marciel Silva da Silva;;84
2225;5413;Cruzeiro;Amarelo;Bruno Rodrigo;Zagueiro;67
2226;5407;Internacional;Amarelo;Andrigo;Meio-campo;66
2227;5407;Internacional;Amarelo;Anselmo de Moraes;;53
2228;5407;Athletico-PR;Amarelo;Carlos Eduardo Santos Oliveira;Zagueiro;90+3
2229;5408;Santos;Amarelo;Vitor Bueno;Meio-campo;83
2230;5409;Santa Cruz;Amarelo;Jo∆o Paulo;Meio-campo;90+2
2231;5409;Santa Cruz;Amarelo;Roberto Heuchayer;Zagueiro;67
2232;5409;Santa Cruz;Amarelo;Rafael Berger;Zagueiro;41
2233;5409;Sport;Amarelo;SÇrgio Antìnio Borges J£nior;Meio-campo;69
2234;5410;Coritiba;Amarelo;Vin°cius Santos Silva;;69
2235;5410;Coritiba;Amarelo;CÇsar Ben°tez;;37
2236;5410;Chapecoense;Amarelo;Guilherme Gimenez de Souza;Zagueiro;88
2237;5410;Chapecoense;Amarelo;ClÇber Santana;Meio-campo;65
2238;5410;Chapecoense;Amarelo;Bruno Rangel;Atacante;45+2
2239;5409;Santa Cruz;Vermelho;Roberto Heuchayer;Zagueiro;72
2240;5414;America-MG;Amarelo;Tiago Lu°s Martins;;84
2241;5414;Ponte Preta;Amarelo;Jeferson;Zagueiro;73
2242;5415;Palmeiras;Amarelo;Fabr°cio dos Santos Silva;;88
2243;5415;Palmeiras;Amarelo;Vitor Hugo Franchescoli de Souza;Zagueiro;42
2244;5415;Palmeiras;Amarelo;Matheus Sales;Meio-campo;20
2245;5415;Gremio;Amarelo;Pedro Geromel;Zagueiro;71
2246;5415;Gremio;Amarelo;Marcelo Hermes;Zagueiro;40
2247;5416;Flamengo;Amarelo;LÇo Duarte;Zagueiro;56
2248;5416;Vitoria;Amarelo;Kieza;Atacante;63
2249;5414;Ponte Preta;Amarelo;Roger Rodrigues da Silva;Atacante;84
2250;5414;Ponte Preta;Amarelo;F†bio Ferreira;Zagueiro;41
2251;5415;Palmeiras;Amarelo;Fernando Prass;Goleiro;75
2252;5415;Palmeiras;Amarelo;Eduardo Pereira Rodrigues;Meio-campo;23
2253;5415;Gremio;Amarelo;Lincoln Henrique Oliveira dos Santos;;83
2254;5415;Gremio;Amarelo;Bruno Grassi;Goleiro;68
2255;5416;Flamengo;Amarelo;Rodinei de Almeida;Zagueiro;90
2256;5416;Vitoria;Amarelo;Fl†vio Medeiros da Silva;Meio-campo;71
2257;5416;Vitoria;Amarelo;Diego Renan;Zagueiro;28
2258;5417;Santa Cruz;Amarelo;Uillian Correia;Meio-campo;88
2259;5418;Chapecoense;Amarelo;Arthur Brasiliano Maia;;90
2260;5418;Chapecoense;Amarelo;Hyoran;Meio-campo;46
2261;5419;Corinthians;Amarelo;Cristian Baroni;Meio-campo;19
2262;5419;Coritiba;Amarelo;Domilson Cordeiro dos Santos;Zagueiro;79
2263;5419;Coritiba;Amarelo;Ruy Franco de Almeida Junior;Meio-campo;59
2264;5417;Santa Cruz;Amarelo;Danny Morais;Zagueiro;73
2265;5418;Chapecoense;Amarelo;SÇrgio Manoel Barbosa Santos;Meio-campo;54
2266;5419;Corinthians;Amarelo;Fagner;Zagueiro;29
2267;5419;Coritiba;Amarelo;Luccas Claro;Zagueiro;90+3
2268;5419;Coritiba;Amarelo;Negueba;Meio-campo;65
2269;5419;Coritiba;Amarelo;Rafael Marques Pinto;Zagueiro;43
2270;5420;America-MG;Amarelo;Roger Duarte de Oliveira;;90+4
2271;5420;Figueirense;Amarelo;Renato J£nior;;48
2272;5420;Figueirense;Amarelo;Renato Baruffi;Meio-campo;34
2273;5421;Botafogo-RJ;Amarelo;Leandrinho;Meio-campo;30
2274;5422;Internacional;Amarelo;Artur;Zagueiro;90+4
2275;5422;Internacional;Amarelo;Eduardo Sasha;Meio-campo;61
2276;5422;Internacional;Amarelo;Anselmo de Moraes;Meio-campo;39
2277;5423;Sport;Amarelo;Samuel Xavier;Zagueiro;45+2
2278;5423;Atletico-MG;Amarelo;Gabriel Costa Franáa;Zagueiro;75
2279;5424;Flamengo;Amarelo;Federico Mancuello;;83
2280;5424;Palmeiras;Amarelo;Vitor Hugo Franchescoli de Souza;Zagueiro;84
2281;5425;Gremio;Amarelo;Luan Guilherme de Jesus Vieira;Atacante;36
2282;5425;Ponte Preta;Amarelo;Wellington Paulista;Atacante;56
2283;5425;Ponte Preta;Amarelo;Reinaldo Manoel da Silva;Zagueiro;38
2284;5426;Cruzeiro;Amarelo;Lucas Rios Marques;Zagueiro;45
2285;5424;Flamengo;Vermelho;CÇsar Henrique Martins;Zagueiro;70
2286;5425;Ponte Preta;Vermelho;Clayson Henrique da Silva Vieira;Meio-campo;40
2287;5420;America-MG;Amarelo;Leandro Guerreiro;Meio-campo;74
2288;5420;Figueirense;Amarelo;WÇverton Almeida Santos;Meio-campo;41
2289;5421;Santos;Amarelo;Thiago Maia;Meio-campo;61
2290;5422;Vitoria;Amarelo;Willian Farias;Meio-campo;64
2291;5422;Internacional;Amarelo;Gustavo Ferrareis;Meio-campo;64
2292;5422;Internacional;Amarelo;Jair Rodrigues J£nior;;56
2293;5422;Internacional;Amarelo;Paulo Marcos de Jesus Ribeiro;Zagueiro;31
2294;5423;Atletico-MG;Amarelo;Marcos Rocha;Zagueiro;79
2295;5423;Atletico-MG;Amarelo;J£nior Urso;Meio-campo;22
2296;5424;Palmeiras;Amarelo;Cleiton Xavier;;90+2
2297;5425;Gremio;Amarelo;Ed°lson Mendes Guimar∆es;Zagueiro;38
2298;5425;Ponte Preta;Amarelo;Jeferson;Zagueiro;77
2299;5425;Ponte Preta;Amarelo;Jo∆o Carlos Heidemann;Goleiro;48
2300;5426;Cruzeiro;Amarelo;Duvier Riascos;;87
2301;5425;Gremio;Vermelho;Lincoln Henrique Oliveira dos Santos;;70
2302;5427;Internacional;Amarelo;Fernando Paix∆o da Silva;Meio-campo;54
2303;5427;America-MG;Amarelo;HÇlder Maur°lio da Silva Ferreira;Zagueiro;75
2304;5428;Ponte Preta;Amarelo;William Pottker;;90+1
2305;5428;Ponte Preta;Amarelo;Cristian Martins Cabral;Meio-campo;10
2306;5428;Chapecoense;Amarelo;Lucas Mineiro;;53
2307;5428;Chapecoense;Amarelo;Thiego;Zagueiro;28
2308;5429;Fluminense;Amarelo;Gum;Zagueiro;83
2309;5429;Fluminense;Amarelo;Jonathan C°cero Moreira;Zagueiro;49
2310;5429;Gremio;Amarelo;Maicon;Meio-campo;37
2311;5430;Athletico-PR;Amarelo;Sidcley Ferreira Pereira;Zagueiro;50
2312;5427;Internacional;Amarelo;Artur;Zagueiro;55
2313;5427;America-MG;Amarelo;Osman;Meio-campo;90+1
2314;5427;America-MG;Amarelo;Leandro Guerreiro;Meio-campo;70
2315;5428;Ponte Preta;Amarelo;Thiago Galhardo;Meio-campo;26
2316;5428;Chapecoense;Amarelo;Guilherme Gimenez de Souza;Zagueiro;81
2317;5428;Chapecoense;Amarelo;Marcelo Augusto Mathias da Silva;Zagueiro;39
2318;5429;Fluminense;Amarelo;Marcos J£nior;;83
2319;5429;Fluminense;Amarelo;C°cero Santos;Meio-campo;64
2320;5429;Gremio;Amarelo;Ed°lson Mendes Guimar∆es;Zagueiro;85
2321;5430;Sao Paulo;Amarelo;Bruno Vieira;Zagueiro;51
2322;5430;Athletico-PR;Amarelo;Ot†vio Henrique Santos;Meio-campo;14
2323;5429;Gremio;Vermelho;Ramiro Moschen Benetti;Meio-campo;35
2324;5431;Coritiba;Amarelo;Domilson Cordeiro dos Santos;Zagueiro;68
2325;5431;Coritiba;Amarelo;Luccas Claro;Zagueiro;50
2326;5431;Coritiba;Amarelo;KlÇber;Atacante;45+3
2327;5431;Sport;Amarelo;SÇrgio Antìnio Borges J£nior;Meio-campo;75
2328;5431;Sport;Amarelo;Matheus Ferraz Pereira;Zagueiro;29
2329;5432;Botafogo-RJ;Amarelo;Airton Ribeiro Santos;Meio-campo;50
2330;5432;Vitoria;Amarelo;M†rio SÇrgio Santos Costa;Meio-campo;55
2331;5433;Atletico-MG;Amarelo;Clayton da Silveira da Silva;;74
2332;5433;Atletico-MG;Amarelo;Robinho;Meio-campo;5
2333;5433;Cruzeiro;Amarelo;F†bio Deivson Lopes Maciel;Goleiro;74
2334;5433;Cruzeiro;Amarelo;Alisson Euler de Freitas Castro;Meio-campo;20
2335;5433;Cruzeiro;Amarelo;Lucas Rios Marques;Zagueiro;12
2336;5434;Palmeiras;Amarelo;Edu Dracena;Zagueiro;76
2337;5434;Palmeiras;Amarelo;Jean Raphael Vanderlei Moreira;Zagueiro;38
2338;5434;Corinthians;Amarelo;Felipe Augusto de Almeida Monteiro;Zagueiro;32
2339;5434;Corinthians;Amarelo;Giovanni Augusto;Meio-campo;10
2340;5435;Figueirense;Amarelo;Dudu;Meio-campo;20
2341;5435;Flamengo;Amarelo;êverton Cardoso da Silva;Meio-campo;31
2342;5436;Santos;Amarelo;JosÇ Carlos Cracco Neto;Zagueiro;55
2343;5431;Coritiba;Vermelho;Juan Maldonado Jaimez J£nior;Meio-campo;85
2344;5433;Atletico-MG;Vermelho;Marcos Rocha;Zagueiro;59
2345;5433;Cruzeiro;Vermelho;Lucas Rios Marques;Zagueiro;78
2346;5431;Coritiba;Amarelo;Juan Maldonado Jaimez J£nior;Meio-campo;56
2347;5431;Coritiba;Amarelo;Jo∆o Paulo Silva;Meio-campo;50
2348;5431;Sport;Amarelo;Renà Rodrigues Martins;Zagueiro;89
2349;5431;Sport;Amarelo;Ronaldo;Zagueiro;62
2350;5432;Botafogo-RJ;Amarelo;Luiz Ricardo Alves;;85
2351;5432;Botafogo-RJ;Amarelo;Anderson Aquino;Atacante;43
2352;5433;Atletico-MG;Amarelo;Gabriel Costa Franáa;Zagueiro;90+2
2353;5433;Atletico-MG;Amarelo;Fred;Atacante;59
2354;5433;Cruzeiro;Amarelo;Fabr°cio Bruno;;80
2355;5433;Cruzeiro;Amarelo;Henrique Pacheco Lima;Meio-campo;60
2356;5433;Cruzeiro;Amarelo;Bruno Viana;Zagueiro;18
2357;5434;Palmeiras;Amarelo;MoisÇs Lima Magalh∆es;Meio-campo;88
2358;5434;Palmeiras;Amarelo;ZÇ Roberto;Zagueiro;59
2359;5434;Corinthians;Amarelo;Fagner;Zagueiro;81
2360;5434;Corinthians;Amarelo;Cristian Baroni;Meio-campo;25
2361;5435;Figueirense;Amarelo;Marcos Roberto da Silva Barbosa;Zagueiro;51
2362;5435;Flamengo;Amarelo;Willian Ar∆o;Meio-campo;42
2363;5436;Santa Cruz;Amarelo;Wallyson;;70
2364;5436;Santos;Amarelo;Paulinho;Meio-campo;43
2365;5431;Sport;Vermelho;Matheus Ferraz Pereira;Zagueiro;57
2366;5433;Cruzeiro;Vermelho;Lucas Romero;Meio-campo;90+3
2367;5433;Cruzeiro;Vermelho;Bryan Silva Garcia;Zagueiro;59
2368;5437;Sao Paulo;Amarelo;Diego Lugano;Zagueiro;90+1
2369;5437;Sao Paulo;Amarelo;Michel Bastos;;65
2370;5437;Sao Paulo;Amarelo;Bruno Vieira;Zagueiro;35
2371;5437;Vitoria;Amarelo;Kieza;Atacante;13
2372;5438;Chapecoense;Amarelo;Lucas Gomes;Meio-campo;38
2373;5438;Gremio;Amarelo;Jailson Marques Siqueira;Meio-campo;43
2374;5439;Athletico-PR;Amarelo;Pablo Felipe Teixeira;Meio-campo;27
2375;5440;Sport;Amarelo;Oswaldo;Zagueiro;89
2376;5440;Sport;Amarelo;Luiz Antìnio de Souza Soares;Meio-campo;48
2377;5441;Santa Cruz;Amarelo;Tiago da Costa Silva;Zagueiro;68
2378;5441;Figueirense;Amarelo;Gatito Fern†ndez;Goleiro;41
2379;5441;Figueirense;Amarelo;Marquinhos Pedroso;Zagueiro;38
2380;5442;Botafogo-RJ;Amarelo;Renan Fonseca;Zagueiro;14
2381;5442;America-MG;Amarelo;Jo∆o Ricardo Riedi;Goleiro;37
2382;5443;Coritiba;Amarelo;Edinho;Meio-campo;44
2383;5443;Coritiba;Amarelo;Ruy Franco de Almeida Junior;Meio-campo;27
2384;5443;Palmeiras;Amarelo;Thiago Martins Bueno;Zagueiro;22
2385;5441;Figueirense;Vermelho;Gatito Fern†ndez;Goleiro;41
2386;5437;Sao Paulo;Amarelo;Jonathan Calleri;Atacante;77
2387;5437;Sao Paulo;Amarelo;Thiago Henrique Mendes Ribeiro;Meio-campo;53
2388;5437;Vitoria;Amarelo;Willian Farias;Meio-campo;43
2389;5438;Chapecoense;Amarelo;Marcelo Augusto Mathias da Silva;Zagueiro;60
2390;5438;Gremio;Amarelo;Ed°lson Mendes Guimar∆es;Zagueiro;90+2
2391;5439;Athletico-PR;Amarelo;Vin°cius;;90+3
2392;5440;Santos;Amarelo;Gustavo Henrique Vernes;Zagueiro;59
2393;5440;Sport;Amarelo;Edmilson dos Santos Silva;Atacante;68
2394;5441;Santa Cruz;Amarelo;Fernando Gabriel Vougado Ribeiro;;80
2395;5441;Santa Cruz;Amarelo;Hueglo dos Santos Neris;Zagueiro;61
2396;5441;Figueirense;Amarelo;Dudu;Meio-campo;41
2397;5442;Botafogo-RJ;Amarelo;Neilton Mestzk;Meio-campo;90+3
2398;5442;America-MG;Amarelo;Bruno S†vio;;86
2399;5443;Coritiba;Amarelo;Luccas Claro;Zagueiro;58
2400;5443;Coritiba;Amarelo;JosÇ Carlos Ferreira J£nior;Zagueiro;43
2401;5443;Palmeiras;Amarelo;Gabriel Jesus;Atacante;77
2402;5443;Palmeiras;Amarelo;Thiago dos Santos;Meio-campo;12
2403;5445;Internacional;Amarelo;Aylon;;89
2404;5445;Atletico-MG;Amarelo;Douglas Santos;Zagueiro;31
2405;5446;Fluminense;Amarelo;Douglas Augusto Soares Gomes;Meio-campo;76
2406;5445;Internacional;Amarelo;Paulo Marcos de Jesus Ribeiro;Zagueiro;57
2407;5446;Fluminense;Amarelo;Francinilson Santos Meirelles;;90+4
2408;5446;Corinthians;Amarelo;Yago Fernando da Silva;Zagueiro;42
2409;5446;Corinthians;Vermelho;Yago Fernando da Silva;Zagueiro;61
2410;5447;Palmeiras;Amarelo;R¢ger Guedes;Meio-campo;38
2411;5447;Santa Cruz;Amarelo;Jo∆o Paulo;Meio-campo;56
2412;5447;Santa Cruz;Amarelo;Uillian Correia;Meio-campo;19
2413;5448;Athletico-PR;Amarelo;Giovanny;Meio-campo;47
2414;5449;Coritiba;Amarelo;JosÇ Carlos Ferreira J£nior;Zagueiro;61
2415;5449;Coritiba;Amarelo;Jo∆o Paulo Silva;Meio-campo;9
2416;5447;Santa Cruz;Vermelho;Uillian Correia;Meio-campo;90+3
2417;5447;Santa Cruz;Amarelo;Mario SÇrgio;;67
2418;5447;Santa Cruz;Amarelo;Hueglo dos Santos Neris;Zagueiro;45+1
2419;5448;Athletico-PR;Amarelo;Sidcley Ferreira Pereira;Zagueiro;66
2420;5448;Santos;Amarelo;Renato Dirnei Floràncio;Meio-campo;82
2421;5449;Coritiba;Amarelo;Carlos Emiliano Pereira;Zagueiro;26
2422;5450;Chapecoense;Amarelo;Marcos Danilo Padilha;Goleiro;90+3
2423;5450;Chapecoense;Amarelo;ClÇber Santana;Meio-campo;61
2424;5451;Ponte Preta;Amarelo;Jeferson;Zagueiro;19
2425;5452;Corinthians;Amarelo;Fabi†n Balbuena;Zagueiro;49
2426;5452;Botafogo-RJ;Amarelo;Fernandes;Meio-campo;32
2427;5453;Sao Paulo;Amarelo;Mateus Caramelo;;89
2428;5453;Sao Paulo;Amarelo;Kelvin Mateus de Oliveira;Meio-campo;45+4
2429;5454;Figueirense;Amarelo;Ayrton Ganino;Zagueiro;86
2430;5455;Sport;Amarelo;Samuel Xavier;Zagueiro;90
2431;5456;Cruzeiro;Amarelo;Bruno Viana;Zagueiro;76
2432;5450;Vitoria;Amarelo;Victor Ramos;Zagueiro;55
2433;5450;Chapecoense;Amarelo;SÇrgio Manoel Barbosa Santos;Zagueiro;74
2434;5450;Chapecoense;Amarelo;Rafael Bastos;;36
2435;5452;Corinthians;Amarelo;AndrÇ Felipe Ribeiro de Souza;;75
2436;5452;Botafogo-RJ;Amarelo;Victor Luis;;59
2437;5453;Flamengo;Amarelo;Marcelo Cirino da Silva;Meio-campo;33
2438;5453;Sao Paulo;Amarelo;Jonathan Calleri;Atacante;65
2439;5454;Figueirense;Amarelo;Guilherme de Queir¢z Gonáalves;;90+3
2440;5454;Figueirense;Amarelo;Rafael Moura;Atacante;71
2441;5455;Sport;Amarelo;Renà Rodrigues Martins;Zagueiro;75
2442;5456;Cruzeiro;Amarelo;Duvier Riascos;Atacante;35
2443;5453;Sao Paulo;Vermelho;Jonathan Calleri;Atacante;68
2444;5457;America-MG;Amarelo;Artur Jesus Vieira;Zagueiro;80
2445;5458;Ponte Preta;Amarelo;Wellington Paulista;;77
2446;5458;Ponte Preta;Amarelo;Kadu;Zagueiro;67
2447;5458;Cruzeiro;Amarelo;Willian Gomes de Siqueira;;87
2448;5458;Cruzeiro;Amarelo;Giorgian De Arrascaeta;Meio-campo;70
2449;5460;Santa Cruz;Amarelo;Wesley de Jesus Correia;;56
2450;5461;Santos;Amarelo;Luiz Felipe;Zagueiro;87
2451;5462;Atletico-MG;Amarelo;Marcos Rocha;Zagueiro;62
2452;5462;Corinthians;Amarelo;Pedro Henrique Ribeiro Gonáalves;Zagueiro;75
2453;5458;Ponte Preta;Amarelo;F†bio Ferreira;Zagueiro;78
2454;5458;Ponte Preta;Amarelo;Reinaldo Manoel da Silva;Zagueiro;76
2455;5458;Cruzeiro;Amarelo;Mayke;Zagueiro;88
2456;5458;Cruzeiro;Amarelo;Lucas Romero;Meio-campo;72
2457;5459;Figueirense;Amarelo;WÇverton Almeida Santos;Meio-campo;63
