id;partida_id;clube;cartao;atleta;posicao;minuto
13138;7678;Palmeiras;Amarelo;Gustavo G¢mez;Zagueiro;50
13139;7678;Corinthians;Amarelo;Maycon de Andrade Barberan;Meio-campo;27
13140;7679;Fluminense;Amarelo;Lucas Calegari;Meio-campo;90+2
13141;7679;Fluminense;Amarelo;Luccas Claro;Zagueiro;60
13142;7679;Internacional;Amarelo;Rodrigo Dourado;Meio-campo;90+4
13143;7679;Internacional;Amarelo;David Corràa da Fonseca;Atacante;65
13144;7680;Atletico-MG;Amarelo;Hulk;Atacante;67
13145;7681;Santos;Amarelo;Rodrigo Fern†ndez;Meio-campo;49
13146;7682;Juventude;Amarelo;Jadson;Meio-campo;66
13147;7682;Cuiaba;Amarelo;Jo∆o Lucas;Zagueiro;85
13148;7682;Cuiaba;Amarelo;Marllon Borges;Zagueiro;33
13149;7683;Atletico-GO;Amarelo;Edson Felipe da Cruz;Meio-campo;29
13150;7681;Santos;Amarelo;Marcos Leonardo Santos Almeida;Atacante;56
13151;7682;Juventude;Amarelo;Vitor Mendes;Zagueiro;82
13152;7682;Cuiaba;Amarelo;Alesson;Atacante;90+3
13153;7682;Cuiaba;Amarelo;Elton Rodrigues Brand∆o;Atacante;72
13154;7683;Atletico-GO;Amarelo;Gabriel Baralhas;Meio-campo;54
13155;7683;Botafogo-RJ;Amarelo;Philipe Sampaio;Zagueiro;88
13156;7682;Juventude;Vermelho;Vitor Mendes;Zagueiro;82
13157;7684;Avai;Amarelo;Dentinho;Atacante;90+3
13158;7684;Avai;Amarelo;Nonoca;Meio-campo;86
13159;7684;Avai;Amarelo;Douglas Friedrich;Goleiro;59
13160;7684;Avai;Vermelho;Morato;Atacante;26
13161;7684;Goias;Amarelo;Luan Madson Gede∆o de Paiva;Meio-campo;86
13162;7684;Goias;Amarelo;Fellipe Bastos;Meio-campo;18
13163;7684;Avai;Amarelo;Muriqui;Atacante;90+2
13164;7684;Avai;Amarelo;Bruno Cortàs;Zagueiro;67
13165;7684;Goias;Amarelo;Pedro Ra£l;Atacante;90+2
13166;7684;Goias;Amarelo;Matheus Sales;Meio-campo;48
13167;7684;Goias;Amarelo;Magno Jose da Silva;Zagueiro;11
13168;7667;Ceara;Amarelo;Rodrigo Lindoso;Meio-campo;7
13169;7667;Bragantino;Amarelo;Eric dos Santos Rodrigues;Meio-campo;76
13170;7667;Bragantino;Amarelo;Aderlan Silva;Zagueiro;45+3
13171;7668;America-MG;Amarelo;Jailson;Goleiro;52
13172;7669;Goias;Amarelo;êlvis Vieira Ara£jo;Meio-campo;83
13173;7669;Goias;Amarelo;Dada;Meio-campo;13
13174;7669;Atletico-MG;Amarelo;Nathanael Ananias da Silva;Zagueiro;86
13175;7669;Atletico-MG;Amarelo;Guilherme Arana;Zagueiro;79
13176;7670;Cuiaba;Amarelo;Jo∆o Lucas;Zagueiro;71
13177;7667;Bragantino;Amarelo;HÇlio Junio Nunes de Castro;Meio-campo;89
13178;7667;Bragantino;Amarelo;Cleiton Schwengber;Goleiro;75
13179;7667;Bragantino;Amarelo;Ramon Ramos Lima;Zagueiro;40
13180;7669;Goias;Amarelo;Matheus Alves da Silva Cardoso;Goleiro;90+3
13181;7669;Goias;Amarelo;Reynaldo Cesar Moraes;Zagueiro;23
13182;7669;Goias;Amarelo;Danilo Barcelos;Zagueiro;5
13183;7669;Atletico-MG;Amarelo;Hulk;Atacante;79
13184;7669;Atletico-MG;Amarelo;Jair Rodrigues J£nior;Meio-campo;37
13185;7670;Cuiaba;Amarelo;êverton Cardoso da Silva;Meio-campo;41
13186;7667;Bragantino;Vermelho;Ramon Ramos Lima;Zagueiro;90+4
13187;7671;Botafogo-RJ;Amarelo;Jo∆o Victor Santos S†;Meio-campo;86
13188;7671;Juventude;Amarelo;Isidro Pitta;Atacante;82
13189;7671;Juventude;Amarelo;Marlon;Meio-campo;45+2
13190;7671;Juventude;Amarelo;Paulinho Moccelin;Meio-campo;24
13191;7672;Fortaleza;Amarelo;Brayan Ceballos;Zagueiro;85
13192;7672;Fortaleza;Amarelo;Felipe;Meio-campo;58
13193;7673;Fluminense;Amarelo;AndrÇ Trindade;Meio-campo;47
13194;7674;Internacional;Amarelo;Taison;Atacante;90
13195;7674;Avai;Amarelo;Jean ClÇber;Meio-campo;90+4
13196;7674;Avai;Amarelo;Dentinho;Atacante;65
13197;7673;Fluminense;Vermelho;AndrÇ Trindade;Meio-campo;51
13198;7671;Botafogo-RJ;Amarelo;Philipe Sampaio;Zagueiro;45+2
13199;7671;Juventude;Amarelo;Paulo Miranda;Zagueiro;81
13200;7671;Juventude;Amarelo;Rodrigo Alves Soares;Zagueiro;28
13201;7672;Corinthians;Amarelo;Willian;Atacante;85
13202;7672;Fortaleza;Amarelo;Matheus Vargas;Meio-campo;79
13203;7673;Fluminense;Amarelo;David Duarte;Zagueiro;69
13204;7673;Fluminense;Amarelo;Paulo Henrique Ganso;Meio-campo;35
13205;7674;Internacional;Amarelo;Eden°lson Andrade dos Santos;Meio-campo;61
13206;7674;Avai;Amarelo;Arthur Chaves;Zagueiro;89
13207;7674;Avai;Amarelo;Bruno CÇsar Pereira da Silva;Meio-campo;54
13208;7675;Sao Paulo;Amarelo;Alisson Euler de Freitas Castro;Atacante;90+7
13209;7675;Santos;Amarelo;Lucas Pires Silva;Zagueiro;90+6
13210;7675;Santos;Amarelo;Madson;Zagueiro;84
13211;7675;Sao Paulo;Amarelo;Rafinha;Zagueiro;68
13212;7675;Santos;Amarelo;Rodrigo Fern†ndez;Meio-campo;90+2
13213;7675;Santos;Amarelo;Marcos Leonardo Santos Almeida;Atacante;67
13214;7686;America-MG;Vermelho;Felipe Azevedo;Meio-campo;86
13215;7686;Atletico-MG;Amarelo;RÇver;Zagueiro;56
13216;7686;Atletico-MG;Amarelo;Allan Rodrigues de Souza;Meio-campo;5
13217;7686;America-MG;Amarelo;êder;Zagueiro;30
13218;7686;America-MG;Amarelo;Felipe Azevedo;Meio-campo;20
13219;7687;Athletico-PR;Amarelo;Vitor Hugo Naum dos Santos;Meio-campo;69
13220;7687;Athletico-PR;Amarelo;Vitor Roque;Atacante;44
13221;7687;Ceara;Amarelo;ZÇ Roberto;Atacante;90+8
13222;7687;Ceara;Amarelo;Rodrigo Lindoso;Meio-campo;28
13223;7686;Atletico-MG;Amarelo;Keno;Atacante;90+6
13224;7686;Atletico-MG;Amarelo;Hulk;Atacante;18
13225;7686;America-MG;Amarelo;Gustavo CÇsar Mendonáa Gravino;Meio-campo;57
13226;7686;America-MG;Amarelo;Juninho;Meio-campo;22
13227;7687;Athletico-PR;Amarelo;Bento Matheus Krepski;Goleiro;90+6
13228;7687;Athletico-PR;Amarelo;Hugo Moura;Meio-campo;60
13229;7687;Athletico-PR;Amarelo;Pedro Henrique Ribeiro Gonáalves;Zagueiro;13
13230;7687;Ceara;Amarelo;Jo∆o Ricardo Riedi;Goleiro;44
13231;7687;Ceara;Amarelo;Bruno Pacheco;Zagueiro;23
13232;7693;Internacional;Amarelo;Wanderson;Atacante;79
13233;7694;Fortaleza;Amarelo;Yago Pikachu;Meio-campo;88
13234;7694;Sao Paulo;Amarelo;Luciano da Rocha Neves;Atacante;84
13235;7694;Sao Paulo;Amarelo;Diego Henrique Costa Barbosa;Zagueiro;16
13236;7688;Flamengo;Amarelo;Andreas Pereira;Meio-campo;34
13237;7688;Botafogo-RJ;Amarelo;Luis Felipe Oyama;Meio-campo;39
13238;7689;Palmeiras;Amarelo;Gustavo G¢mez;Zagueiro;45+2
13239;7689;Fluminense;Amarelo;Gustavo Nonato Santana;Meio-campo;34
13240;7690;Atletico-GO;Amarelo;Hayner;Zagueiro;52
13241;7690;Atletico-GO;Amarelo;Gabriel Baralhas;Meio-campo;22
13242;7690;Goias;Amarelo;Jo∆o Victor Andrade Caetano;Zagueiro;46
13243;7691;Bragantino;Amarelo;Jadsom;Meio-campo;67
13244;7691;Corinthians;Amarelo;Bruno Melo;Zagueiro;88
13245;7692;Cuiaba;Amarelo;êverton Cardoso da Silva;Meio-campo;60
13246;7693;Juventude;Amarelo;Vitor Mendes;Zagueiro;80
13247;7693;Juventude;Amarelo;William Matheus;Zagueiro;49
13248;7693;Juventude;Amarelo;Darlan Mendes;Meio-campo;17
13249;7693;Internacional;Amarelo;Alan Patrick;Meio-campo;86
13250;7690;Goias;Vermelho;Henrique Lordelo;Meio-campo;26
13251;7693;Internacional;Amarelo;Maur°cio;Meio-campo;51
13252;7694;Fortaleza;Amarelo;Marcelo da Conceiá∆o Benevenuto Malaquias;Zagueiro;15
13253;7694;Sao Paulo;Amarelo;Igor Gomes;Meio-campo;45+2
13254;7688;Botafogo-RJ;Amarelo;Daniel Borges;Zagueiro;72
13255;7688;Botafogo-RJ;Amarelo;Renzo Saravia;Zagueiro;9
13256;7689;Fluminense;Amarelo;Wellington Aparecido Martins;Meio-campo;45
13257;7690;Atletico-GO;Amarelo;Jorginho;Meio-campo;66
13258;7690;Atletico-GO;Amarelo;LÇo Pereira;Meio-campo;51
13259;7690;Goias;Amarelo;Danilo Barcelos;Zagueiro;71
13260;7690;Goias;Amarelo;Henrique Lordelo;Meio-campo;15
13261;7691;Corinthians;Amarelo;Gustavo Mosquito;Atacante;90+3
13262;7692;Santos;Amarelo;Vinicius Zanocelo;Meio-campo;69
13263;7692;Cuiaba;Amarelo;Cristhian Rivas;Meio-campo;28
13264;7693;Juventude;Amarelo;‡scar Ruiz;Atacante;53
13265;7693;Juventude;Amarelo;Jadson;Meio-campo;45
13266;7693;Internacional;Amarelo;Pedro Henrique Konzen;Meio-campo;90+2
13267;7693;Internacional;Amarelo;Eden°lson Andrade dos Santos;Meio-campo;79
13268;7695;Avai;Amarelo;William Pottker;Atacante;78
13269;7695;Coritiba;Amarelo;Alef Manga;Atacante;89
13270;7695;Coritiba;Amarelo;Henrique Adriano Buss;Zagueiro;72
13271;7695;Avai;Amarelo;Jean Pyerre;Meio-campo;89
13272;7695;Avai;Amarelo;Jean ClÇber;Meio-campo;76
13273;7695;Coritiba;Amarelo;Matheus Alexandre Anast†cio de Souza;Zagueiro;78
13274;7696;Bragantino;Vermelho;Ramon Ramos Lima;Zagueiro;90+5
13275;7696;Bragantino;Amarelo;Jadsom;Meio-campo;64
13276;7696;Atletico-MG;Amarelo;Nathanael Ananias da Silva;Zagueiro;50
13277;7696;Bragantino;Amarelo;Ramon Ramos Lima;Zagueiro;90+5
13278;7696;Bragantino;Amarelo;Renan Victor da Silva;Zagueiro;33
13279;7696;Atletico-MG;Amarelo;Eduardo Sasha;Atacante;45
13280;7706;Palmeiras;Amarelo;Gustavo G¢mez;Zagueiro;24
13281;7706;Bragantino;Amarelo;Natan Bernardo de Souza;Zagueiro;27
13282;7707;Ceara;Amarelo;Lucas Ribeiro;Meio-campo;49
13283;7707;Ceara;Amarelo;Stiven Mendoza;Meio-campo;45
13284;7707;Flamengo;Amarelo;Hugo Souza;Goleiro;78
13285;7707;Flamengo;Amarelo;Bruno Henrique;Meio-campo;45+2
13286;7707;Flamengo;Amarelo;Pablo Castro;Zagueiro;30
13287;7708;Internacional;Amarelo;Rodrigo Dourado;Meio-campo;45+2
13288;7708;Corinthians;Amarelo;Maycon de Andrade Barberan;Meio-campo;24
13289;7709;Atletico-GO;Amarelo;LÇo Pereira;Meio-campo;55
13290;7710;Fluminense;Amarelo;Yago Rocha;Zagueiro;89
13291;7710;Fluminense;Amarelo;Jhon Arias;Meio-campo;66
13292;7710;Athletico-PR;Amarelo;Pablo Siles;Meio-campo;63
13293;7706;Palmeiras;Amarelo;Mayke;Zagueiro;35
13294;7706;Bragantino;Amarelo;Nathan Camargo;Meio-campo;72
13295;7707;Ceara;Amarelo;Richardson Fernandes dos Santos;Meio-campo;84
13296;7707;Ceara;Amarelo;Erick;Meio-campo;45+1
13297;7707;Ceara;Amarelo;Geovane;Meio-campo;37
13298;7707;Flamengo;Amarelo;Marcos Paulo;Zagueiro;69
13299;7707;Flamengo;Amarelo;Ayrton Lucas Dantas de Medeiros;Zagueiro;34
13300;7708;Internacional;Amarelo;Daniel;Goleiro;45+4
13301;7708;Corinthians;Amarelo;Jì;Atacante;65
13302;7709;Atletico-MG;Amarelo;Nathanael Ananias da Silva;Zagueiro;67
13303;7709;Atletico-GO;Amarelo;Gabriel Baralhas;Meio-campo;26
13304;7710;Fluminense;Amarelo;Willian Gomes de Siqueira;Atacante;75
13305;7710;Athletico-PR;Amarelo;Tom†s Cuello;Meio-campo;71
13306;7711;Cuiaba;Vermelho;Jonathan Caf£;Atacante;75
13307;7713;Fortaleza;Vermelho;Brayan Ceballos;Zagueiro;40
13308;7714;Juventude;Vermelho;Chico;Meio-campo;64
13309;7711;Sao Paulo;Amarelo;Luciano da Rocha Neves;Atacante;45+1
13310;7712;Coritiba;Amarelo;Willian Farias;Meio-campo;19
13311;7712;America-MG;Amarelo;Arthur;Zagueiro;55
13312;7712;America-MG;Amarelo;Juan Pablo Ram°rez Vel†squez;Meio-campo;19
13313;7713;Botafogo-RJ;Amarelo;Patrick de Paula;Meio-campo;90
13314;7713;Botafogo-RJ;Amarelo;Diego Gonáalves;Meio-campo;30
13315;7714;Avai;Amarelo;Bressan;Zagueiro;60
13316;7714;Juventude;Amarelo;Cesar;Goleiro;90+2
13317;7714;Juventude;Amarelo;Paulo Miranda;Zagueiro;65
13318;7714;Juventude;Amarelo;Yuri Oliveira Lima;Meio-campo;30
13319;7712;America-MG;Vermelho;Iago Maidana;Zagueiro;39
13320;7714;Juventude;Vermelho;Paulinho Moccelin;Meio-campo;85
13321;7711;Sao Paulo;Amarelo;Igor Gomes;Meio-campo;86
13322;7711;Cuiaba;Amarelo;Marllon Borges;Zagueiro;62
13323;7712;America-MG;Amarelo;Rodriguinho;Meio-campo;67
13324;7712;America-MG;Amarelo;Patric Cabral Lalau;Meio-campo;20
13325;7712;America-MG;Amarelo;Iago Maidana;Zagueiro;17
13326;7713;Botafogo-RJ;Amarelo;Kanu;Zagueiro;45+4
13327;7713;Fortaleza;Amarelo;Brayan Ceballos;Zagueiro;29
13328;7714;Avai;Amarelo;Raniele;Meio-campo;6
13329;7714;Juventude;Amarelo;Guilherme Parede;Atacante;89
13330;7714;Juventude;Amarelo;Rodrigo Alves Soares;Zagueiro;59
13331;7697;Coritiba;Vermelho;Henrique Adriano Buss;Zagueiro;86
13332;7701;Cuiaba;Vermelho;Rafael Gustavo Meneghel Gava;Meio-campo;81
13333;7697;Atletico-GO;Amarelo;Edson;Meio-campo;90+6
13334;7697;Atletico-GO;Amarelo;Diego Chur°n;Atacante;67
13335;7697;Coritiba;Amarelo;Alef Manga;Meio-campo;45
13336;7698;Goias;Amarelo;êlvis Vieira Ara£jo;Meio-campo;45+1
13337;7698;Goias;Amarelo;Pedro Ra£l;Atacante;22
13338;7699;Ceara;Amarelo;Nino Para°ba;Zagueiro;90+1
13339;7699;Ceara;Amarelo;Jo∆o Ricardo Riedi;Goleiro;78
13340;7699;Ceara;Amarelo;Erick;Atacante;57
13341;7700;Juventude;Amarelo;Jadson;Meio-campo;60
13342;7701;Cuiaba;Amarelo;Alan Empereur;Zagueiro;90
13343;7701;Internacional;Amarelo;Keiller;Goleiro;90+4
13344;7701;Internacional;Amarelo;Carlos de Pena;Meio-campo;87
13345;7701;Internacional;Amarelo;MoisÇs Roberto Barbosa;Zagueiro;69
13346;7701;Internacional;Amarelo;Wanderson;Meio-campo;57
13347;7702;America-MG;Amarelo;Rodriguinho;Meio-campo;23
13348;7697;Coritiba;Vermelho;Luciano Cast†n;Zagueiro;90+5
13349;7699;Ceara;Vermelho;Richard Candido Coelho;Meio-campo;65
13350;7701;Cuiaba;Vermelho;Jo∆o Lucas;Zagueiro;81
13351;7697;Atletico-GO;Amarelo;Edson Felipe da Cruz;Meio-campo;87
13352;7697;Atletico-GO;Amarelo;Hayner;Zagueiro;42
13353;7698;Flamengo;Amarelo;Bruno Henrique;Meio-campo;45
13354;7698;Goias;Amarelo;Da Silva;Zagueiro;37
13355;7699;Santos;Amarelo;Jhojan Julio;Meio-campo;45
13356;7699;Ceara;Amarelo;Rodrigo Lindoso;Meio-campo;83
13357;7699;Ceara;Amarelo;ZÇ Roberto;Atacante;67
13358;7700;Juventude;Amarelo;Vitor Gabriel;Atacante;83
13359;7700;Juventude;Amarelo;Jean Carlos de Souza Irmer;Meio-campo;29
13360;7701;Cuiaba;Amarelo;Jo∆o Lucas;Zagueiro;45+2
13361;7701;Internacional;Amarelo;Wesley Moraes;Atacante;90
13362;7701;Internacional;Amarelo;Pedro Henrique Konzen;Meio-campo;84
13363;7701;Internacional;Amarelo;Gabriel Mercado;Zagueiro;61
13364;7702;America-MG;Amarelo;Marlon;Zagueiro;67
13365;7702;Botafogo-RJ;Amarelo;Vin°cius Lopes;Atacante;90+7
13366;7703;Corinthians;Amarelo;Jo∆o Victor da Silva Marcelino;Zagueiro;45+3
13367;7703;Sao Paulo;Amarelo;Gabriel Neves;Meio-campo;75
13368;7703;Sao Paulo;Amarelo;Diego Henrique Costa Barbosa;Zagueiro;45+3
13369;7704;Fluminense;Amarelo;David Braz;Zagueiro;90+2
13370;7705;Athletico-PR;Amarelo;Hugo Moura;Meio-campo;20
13371;7705;Avai;Amarelo;William Pottker;Atacante;76
13372;7705;Avai;Amarelo;Bruno CÇsar Pereira da Silva;Meio-campo;74
13373;7705;Avai;Amarelo;Dentinho;Atacante;9
13374;7703;Corinthians;Amarelo;Du Queiroz;Meio-campo;45+1
13375;7703;Sao Paulo;Amarelo;Alisson Euler de Freitas Castro;Atacante;59
13376;7704;Fortaleza;Amarelo;Lucas Rafael Ara£jo Lima;Meio-campo;57
13377;7705;Athletico-PR;Amarelo;Abner Vin°cius;Zagueiro;90
13378;7705;Avai;Amarelo;Matheus Galdezani;Meio-campo;83
13379;7705;Avai;Amarelo;Jonathan Copete;Atacante;76
13380;7705;Avai;Amarelo;Arthur Chaves;Zagueiro;24
13381;7717;Sao Paulo;Vermelho;Igor Gomes;Meio-campo;90
13382;7716;Goias;Amarelo;Caio Vin°cius da Conceiá∆o;Meio-campo;23
13383;7716;Bragantino;Amarelo;Alerrandro Barra Mansa Realino de Souza;Atacante;66
13384;7717;Sao Paulo;Amarelo;Igor Gomes;Meio-campo;66
13385;7717;Sao Paulo;Amarelo;AndrÇ Anderson;Meio-campo;34
13386;7717;Ceara;Amarelo;Geovane;Meio-campo;86
13387;7717;Ceara;Amarelo;Richardson Fernandes dos Santos;Meio-campo;20
13388;7718;Fortaleza;Amarelo;Lucas Rafael Ara£jo Lima;Meio-campo;90+5
13389;7718;Juventude;Amarelo;Chico;Meio-campo;68
13390;7718;Juventude;Amarelo;Yuri Oliveira Lima;Meio-campo;32
13391;7716;Bragantino;Vermelho;Eric dos Santos Rodrigues;Meio-campo;90+1
13392;7716;Goias;Amarelo;Luan Dias;Atacante;90
13393;7716;Bragantino;Amarelo;Marcos Vinicios;Atacante;90+3
13394;7716;Bragantino;Amarelo;Jadsom;Meio-campo;45+3
13395;7717;Sao Paulo;Amarelo;Rafinha;Meio-campo;64
13396;7717;Ceara;Amarelo;Bruno Pacheco;Zagueiro;90+2
13397;7717;Ceara;Amarelo;Stiven Mendoza;Atacante;65
13398;7717;Ceara;Amarelo;Lucas Ribeiro;Meio-campo;16
13399;7718;Fortaleza;Amarelo;Romarinho;Atacante;72
13400;7718;Juventude;Amarelo;Paulo;Meio-campo;58
13401;7723;Flamengo;Vermelho;Rodinei Marcelo De Almeida;Zagueiro;90+3
13402;7719;Coritiba;Amarelo;Guilherme Biro;Zagueiro;83
13403;7719;Coritiba;Amarelo;Valdemir de Oliveira Soares;Meio-campo;41
13404;7719;Botafogo-RJ;Amarelo;Chay;Meio-campo;61
13405;7719;Botafogo-RJ;Amarelo;V°ctor Cuesta;Zagueiro;12
13406;7720;Santos;Amarelo;Bruno Felipe de Oliveira;Meio-campo;85
13407;7720;Santos;Amarelo;Madson;Zagueiro;73
13408;7720;Palmeiras;Amarelo;Gabriel Menino;Meio-campo;59
13409;7721;Cuiaba;Amarelo;Daniel Guedes;Zagueiro;62
13410;7721;Cuiaba;Amarelo;Felipe Marques;Meio-campo;34
13411;7722;Corinthians;Amarelo;Carlos Gilberto do Nascimento Silva;Zagueiro;85
13412;7722;America-MG;Amarelo;Gustavo CÇsar Mendonáa Gravino;Meio-campo;13
13413;7723;Fluminense;Amarelo;AndrÇ Trindade;Meio-campo;60
13414;7723;Flamengo;Amarelo;L†zaro Vin°cius;Atacante;90+6
13415;7723;Flamengo;Amarelo;David Luiz;Zagueiro;54
13416;7723;Flamengo;Amarelo;Gabriel Barbosa Almeida;Atacante;27
13417;7724;Atletico-MG;Amarelo;Jair Rodrigues J£nior;Meio-campo;60
13418;7724;Avai;Amarelo;Eduardo Jacinto de Biasi;Meio-campo;70
13419;7723;Fluminense;Vermelho;David Braz;Zagueiro;90+3
13420;7724;Avai;Vermelho;Douglas Friedrich;Goleiro;85
13421;7719;Coritiba;Amarelo;Clayton;Atacante;90+6
13422;7719;Coritiba;Amarelo;Alex Santana;Goleiro;44
13423;7719;Coritiba;Amarelo;Guillermo De Los Santos;Zagueiro;21
13424;7719;Botafogo-RJ;Amarelo;Erison Danilo de Souza;Atacante;51
13425;7720;Santos;Amarelo;Vinicius Zanocelo;Meio-campo;89
13426;7720;Santos;Amarelo;Jo∆o Paulo;Goleiro;81
13427;7720;Santos;Amarelo;Rodrigo Fern†ndez;Meio-campo;70
13428;7721;Cuiaba;Amarelo;Vald°via;Meio-campo;80
13429;7721;Cuiaba;Amarelo;Cristhian Rivas;Meio-campo;36
13430;7721;Cuiaba;Amarelo;Alesson;Meio-campo;29
13431;7722;Corinthians;Amarelo;Maycon de Andrade Barberan;Meio-campo;56
13432;7723;Fluminense;Amarelo;John Kennedy;Atacante;86
13433;7723;Fluminense;Amarelo;Yago Rocha;Zagueiro;27
13434;7723;Flamengo;Amarelo;Andreas Pereira;Meio-campo;77
13435;7723;Flamengo;Amarelo;Matheuzinho;Zagueiro;43
13436;7724;Atletico-MG;Amarelo;Mariano Ferreira Filho;Zagueiro;71
13437;7724;Atletico-MG;Amarelo;êverson Felipe Marques Pires;Goleiro;54
13438;7724;Avai;Amarelo;Raniele;Meio-campo;44
13439;7725;Internacional;Amarelo;Pedro Henrique Konzen;Meio-campo;84
13440;7725;Atletico-GO;Amarelo;Hayner;Zagueiro;73
13441;7725;Atletico-GO;Amarelo;Jorginho;Meio-campo;90+1
13442;7685;Fortaleza;Amarelo;JosÇ Welison;Meio-campo;89
13443;7685;Fortaleza;Amarelo;Igor Torres;Atacante;45+13
13444;7685;Fortaleza;Amarelo;Brayan Ceballos;Zagueiro;21
13445;7685;Ceara;Amarelo;ClÇber;Atacante;45+12
13446;7685;Ceara;Amarelo;Richard Candido Coelho;Meio-campo;21
